Company,Catagory,Date,High,Low,Average,Standard Deviation
Alphabet Inc,Internet,2017-12-21,1077.52002,1069,1073.26001,6.024563918
Alphabet Inc,Internet,2017-12-22,1071.719971,1067.640015,1069.679993,2.884964555
Alphabet Inc,Internet,2017-12-26,1068.859985,1058.640015,1063.75,7.226610091
Alphabet Inc,Internet,2017-12-27,1068.27002,1058.380005,1063.325013,6.993296673
Alphabet Inc,Internet,2017-12-28,1064.839966,1053.380005,1059.109986,8.103416135
Alphabet Inc,Internet,2017-12-29,1058.050049,1052.699951,1055.375,3.783090576
Alphabet Inc,Internet,2018-01-02,1075.97998,1053.02002,1064.5,16.23514341
Alphabet Inc,Internet,2018-01-03,1096.099976,1073.430054,1084.765015,16.03005558
Alphabet Inc,Internet,2018-01-04,1104.079956,1094.26001,1099.169983,6.943750407
Alphabet Inc,Internet,2018-01-05,1113.579956,1101.800049,1107.690003,8.329652121
Alphabet Inc,Internet,2018-01-08,1119.160034,1110,1114.580017,6.477122157
Alphabet Inc,Internet,2018-01-09,1118.439941,1108.199951,1113.319946,7.240766368
Alphabet Inc,Internet,2018-01-10,1112.780029,1103.97998,1108.380005,6.222574323
Alphabet Inc,Internet,2018-01-11,1114.849976,1106.47998,1110.664978,5.91848093
Alphabet Inc,Internet,2018-01-12,1131.300049,1108.01001,1119.65503,16.46854451
Alphabet Inc,Internet,2018-01-16,1148.880005,1126.660034,1137.77002,15.71189217
Alphabet Inc,Internet,2018-01-17,1139.319946,1123.48999,1131.404968,11.19346923
Alphabet Inc,Internet,2018-01-18,1140.589966,1124.459961,1132.524964,11.40563592
Alphabet Inc,Internet,2018-01-19,1143.780029,1132.5,1138.140015,7.976184998
Alphabet Inc,Internet,2018-01-22,1166.880005,1141.819946,1154.349976,17.72013766
Alphabet Inc,Internet,2018-01-23,1178.51001,1167.25,1172.880005,7.962029427
Alphabet Inc,Internet,2018-01-24,1187.050049,1167.400024,1177.225037,13.89466593
Alphabet Inc,Internet,2018-01-25,1185,1171.839966,1178.419983,9.305549282
Alphabet Inc,Internet,2018-01-26,1187.560059,1168.030029,1177.795044,13.80981665
Alphabet Inc,Internet,2018-01-29,1198,1184.060059,1191.03003,9.85702681
Alphabet Inc,Internet,2018-01-30,1187.930054,1174.51001,1181.220032,9.489404116
Alphabet Inc,Internet,2018-01-31,1186.319946,1172.099976,1179.209961,10.05503722
Alphabet Inc,Internet,2018-02-01,1187.449951,1169.359985,1178.404968,12.79153763
Alphabet Inc,Internet,2018-02-02,1131.300049,1111.170044,1121.235047,14.23406304
Alphabet Inc,Internet,2018-02-05,1114.98999,1056.73999,1085.86499,41.18897
Alphabet Inc,Internet,2018-02-06,1087.380005,1030.01001,1058.695008,40.5667125
Alphabet Inc,Internet,2018-02-07,1086.530029,1054.619995,1070.575012,22.56380143
Alphabet Inc,Internet,2018-02-08,1063.930054,1004.700012,1034.315033,41.88196435
Alphabet Inc,Internet,2018-02-09,1051.719971,997,1024.359986,38.69286256
Alphabet Inc,Internet,2018-02-12,1065.569946,1045.48999,1055.529968,14.19867305
Alphabet Inc,Internet,2018-02-13,1061.219971,1046.920044,1054.070008,10.11157535
Alphabet Inc,Internet,2018-02-14,1075.469971,1049.800049,1062.63501,18.15137592
Alphabet Inc,Internet,2018-02-15,1094.099976,1067.22998,1080.664978,18.99995638
Alphabet Inc,Internet,2018-02-16,1108.310059,1091.550049,1099.930054,11.85111672
Alphabet Inc,Internet,2018-02-20,1116.290039,1090,1103.14502,18.58986485
Alphabet Inc,Internet,2018-02-21,1136.199951,1107.51001,1121.854981,20.28685183
Alphabet Inc,Internet,2018-02-22,1125.459961,1105.150024,1115.304993,14.36129418
Alphabet Inc,Internet,2018-02-23,1129,1108.439941,1118.719971,14.53815714
Alphabet Inc,Internet,2018-02-26,1144.199951,1129.339966,1136.769959,10.50759616
Alphabet Inc,Internet,2018-02-27,1144.25,1116.790039,1130.52002,19.41712463
Alphabet Inc,Internet,2018-02-28,1127.650024,1103,1115.325012,17.43019913
Alphabet Inc,Internet,2018-03-01,1111.27002,1067.290039,1089.28003,31.0985428
Alphabet Inc,Internet,2018-03-02,1086.890015,1050.109985,1068.5,26.00740863
Alphabet Inc,Internet,2018-03-05,1101.180054,1072.27002,1086.725037,20.44248109
Alphabet Inc,Internet,2018-03-06,1105.630005,1094.5,1100.065003,7.87010201
Alphabet Inc,Internet,2018-03-07,1116.199951,1089.910034,1103.054993,18.58977859
Alphabet Inc,Internet,2018-03-08,1131.439941,1117.199951,1124.319946,10.06919349
Alphabet Inc,Internet,2018-03-09,1161,1134.290039,1147.64502,18.88679455
Alphabet Inc,Internet,2018-03-12,1178.160034,1159.199951,1168.679993,13.40680326
Alphabet Inc,Internet,2018-03-13,1178,1134.569946,1156.284973,30.70968569
Alphabet Inc,Internet,2018-03-14,1159.76001,1142.349976,1151.054993,12.3107531
Alphabet Inc,Internet,2018-03-15,1162.5,1135.660034,1149.080017,18.97872197
Alphabet Inc,Internet,2018-03-16,1156.810059,1131.359985,1144.085022,17.99591991
Alphabet Inc,Internet,2018-03-19,1119.369995,1088.920044,1104.14502,21.53136684
Alphabet Inc,Internet,2018-03-20,1105.550049,1082.420044,1093.985047,16.35538338
Alphabet Inc,Internet,2018-03-21,1108.699951,1087.209961,1097.954956,15.19571766
Alphabet Inc,Internet,2018-03-22,1083.920044,1049.640015,1066.78003,24.23964097
Alphabet Inc,Internet,2018-03-23,1066.780029,1024.869995,1045.825012,29.63486924
Alphabet Inc,Internet,2018-03-26,1059.27002,1010.580017,1034.925019,34.4290313
Alphabet Inc,Internet,2018-03-27,1064.540039,997.619995,1031.080017,47.31961691
Alphabet Inc,Internet,2018-03-28,1024.98999,984,1004.494995,28.98429989
Alphabet Inc,Internet,2018-03-29,1048.050049,1004.039978,1026.045014,31.11981964
Alphabet Inc,Internet,2018-04-02,1039.530029,994.25,1016.890015,32.01781556
Alphabet Inc,Internet,2018-04-03,1025,997.25,1011.125,19.62221318
Alphabet Inc,Internet,2018-04-04,1032.73999,996.51001,1014.625,25.61846454
Alphabet Inc,Internet,2018-04-05,1046.709961,1024,1035.354981,16.05836742
Alphabet Inc,Internet,2018-04-06,1036,1006.25,1021.125,21.03642674
Alphabet Inc,Internet,2018-04-09,1044.589966,1019.200012,1031.894989,17.95340865
Alphabet Inc,Internet,2018-04-10,1041.209961,1015.409973,1028.309967,18.24334647
Alphabet Inc,Internet,2018-04-11,1035.869995,1019.200012,1027.535004,11.78745802
Alphabet Inc,Internet,2018-04-12,1044.650024,1026.050049,1035.350037,13.15216845
Alphabet Inc,Internet,2018-04-13,1052.97998,1030.150024,1041.565002,16.1432167
Alphabet Inc,Internet,2018-04-16,1051.430054,1033.920044,1042.675049,12.38144681
Alphabet Inc,Internet,2018-04-17,1085,1057.089966,1071.044983,19.7353743
Alphabet Inc,Internet,2018-04-18,1082,1070.52002,1076.26001,8.117571706
Alphabet Inc,Internet,2018-04-19,1097.51001,1069.02002,1083.265015,20.14546512
Alphabet Inc,Internet,2018-04-20,1094.75,1072.099976,1083.424988,16.01598556
Alphabet Inc,Internet,2018-04-23,1088,1066.680054,1077.340027,15.07547839
Alphabet Inc,Internet,2018-04-24,1064.48999,1012.859985,1038.674988,36.50792665
Alphabet Inc,Internet,2018-04-25,1036.069946,1017.01001,1026.539978,13.47740999
Alphabet Inc,Internet,2018-04-26,1052.02002,1020.450012,1036.235016,22.32336674
Alphabet Inc,Internet,2018-04-27,1051.699951,1027.589966,1039.644959,17.04833389
Alphabet Inc,Internet,2018-04-30,1038.369995,1018.299988,1028.334992,14.19163805
Alphabet Inc,Internet,2018-05-01,1041.72998,1010.609985,1026.169983,22.00515949
Alphabet Inc,Internet,2018-05-02,1043.97998,1023.159973,1033.569977,14.72196813
Alphabet Inc,Internet,2018-05-03,1030.689941,1007.890015,1019.289978,16.12198229
Alphabet Inc,Internet,2018-05-04,1051.880005,1018.049988,1034.964997,23.92143443
Alphabet Inc,Internet,2018-05-07,1065,1050.27002,1057.63501,10.41566874
Alphabet Inc,Internet,2018-05-08,1065.22998,1051.640015,1058.434998,9.609556408
Alphabet Inc,Internet,2018-05-09,1094,1062.109985,1078.054993,22.54964586
Alphabet Inc,Internet,2018-05-10,1109.410034,1093.880005,1101.64502,10.98138882
Alphabet Inc,Internet,2018-05-11,1109.01001,1097.219971,1103.114991,8.336816527
Alphabet Inc,Internet,2018-05-14,1118.150024,1104.800049,1111.475037,9.439857851
Alphabet Inc,Internet,2018-05-15,1099.119995,1078.780029,1088.950012,14.38252789
Alphabet Inc,Internet,2018-05-16,1094.380005,1081.630005,1088.005005,9.01561146
Alphabet Inc,Internet,2018-05-17,1091,1076.420044,1083.710022,10.30958576
Alphabet Inc,Internet,2018-05-18,1073.72998,1064.680054,1069.205017,6.399264044
Alphabet Inc,Internet,2018-05-21,1093.300049,1078,1085.650025,10.8187684
Alphabet Inc,Internet,2018-05-22,1091.800049,1072.26001,1082.03003,13.81689408
Alphabet Inc,Internet,2018-05-23,1088,1066.959961,1077.479981,14.87755425
Alphabet Inc,Internet,2018-05-24,1087.119995,1072.300049,1079.710022,10.47928431
Alphabet Inc,Internet,2018-05-25,1089.569946,1082.599976,1086.084961,4.928513052
Alphabet Inc,Internet,2018-05-29,1081.339966,1063.079956,1072.209961,12.9117769
Alphabet Inc,Internet,2018-05-30,1078.98999,1066.550049,1072.77002,8.796366639
Alphabet Inc,Internet,2018-05-31,1110,1078,1094,22.627417
Alphabet Inc,Internet,2018-06-01,1138.160034,1112.01001,1125.085022,18.4908593
Alphabet Inc,Internet,2018-06-04,1157.859985,1137,1147.429993,14.75023685
Alphabet Inc,Internet,2018-06-05,1161.099976,1147.459961,1154.279969,9.644947102
Alphabet Inc,Internet,2018-06-06,1154.709961,1136.319946,1145.514954,13.00370431
Alphabet Inc,Internet,2018-06-07,1145.869995,1126.119995,1135.994995,13.96535893
Alphabet Inc,Internet,2018-06-08,1138.780029,1123.22998,1131.005005,10.9955451
Alphabet Inc,Internet,2018-06-11,1147.73999,1131.400024,1139.570007,11.55410076
Alphabet Inc,Internet,2018-06-12,1148.75,1141.02002,1144.88501,5.465921276
Alphabet Inc,Internet,2018-06-13,1155.640015,1143.380005,1149.51001,8.669136208
Alphabet Inc,Internet,2018-06-14,1165.98999,1150.599976,1158.294983,10.88238326
Alphabet Inc,Internet,2018-06-15,1163.910034,1153.689941,1158.799988,7.226697065
Alphabet Inc,Internet,2018-06-18,1184.130005,1151,1167.565003,23.4264512
Alphabet Inc,Internet,2018-06-19,1182.810059,1161.609985,1172.210022,14.99071609
Alphabet Inc,Internet,2018-06-20,1201.48999,1182.030029,1191.76001,13.76027038
Alphabet Inc,Internet,2018-06-21,1190.329956,1163.47998,1176.904968,18.9858001
Alphabet Inc,Internet,2018-06-22,1175,1159.650024,1167.325012,10.85407212
Alphabet Inc,Internet,2018-06-25,1155.98999,1119.900024,1137.945007,25.51945969
Alphabet Inc,Internet,2018-06-26,1146.869995,1129,1137.934998,12.63599464
Alphabet Inc,Internet,2018-06-27,1146.209961,1116.699951,1131.454956,20.86672818
Alphabet Inc,Internet,2018-06-28,1134,1106.069946,1120.034973,19.74953058
Alphabet Inc,Internet,2018-06-29,1141.359985,1127.02002,1134.190003,10.13988649
Alphabet Inc,Internet,2018-07-02,1142.98999,1106.599976,1124.794983,25.73162567
Alphabet Inc,Internet,2018-07-03,1149.910034,1114.430054,1132.170044,25.08813445
Alphabet Inc,Internet,2018-07-05,1144.140015,1123.119995,1133.630005,14.86339868
Alphabet Inc,Internet,2018-07-06,1156.199951,1137.23999,1146.719971,13.40671699
Alphabet Inc,Internet,2018-07-09,1167.930054,1157.22998,1162.580017,7.566094885
Alphabet Inc,Internet,2018-07-10,1173.5,1162.560059,1168.03003,7.735706467
Alphabet Inc,Internet,2018-07-11,1180.439941,1155.369995,1167.904968,17.72712882
Alphabet Inc,Internet,2018-07-12,1201.98999,1173.099976,1187.544983,20.42832481
Alphabet Inc,Internet,2018-07-13,1210.439941,1195.290039,1202.86499,10.71259844
Alphabet Inc,Internet,2018-07-16,1208.709961,1193.400024,1201.054993,10.82576027
Alphabet Inc,Internet,2018-07-17,1218.76001,1182,1200.380005,25.99325235
Alphabet Inc,Internet,2018-07-18,1221.589966,1204.560059,1213.075013,12.04196272
Alphabet Inc,Internet,2018-07-19,1216.47998,1197.72998,1207.10498,13.25825215
Alphabet Inc,Internet,2018-07-20,1210.77002,1196.589966,1203.679993,10.02681234
Alphabet Inc,Internet,2018-07-23,1215.099976,1192.01001,1203.554993,16.32707154
Alphabet Inc,Internet,2018-07-24,1275,1244.140015,1259.570008,21.82130466
Alphabet Inc,Internet,2018-07-25,1278.23999,1249.050049,1263.64502,20.64040522
Alphabet Inc,Internet,2018-07-26,1287.400024,1263,1275.200012,17.25342243
Alphabet Inc,Internet,2018-07-27,1291.439941,1244.48999,1267.964966,33.19862873
Alphabet Inc,Internet,2018-07-30,1252.890015,1224.170044,1238.53003,20.30808625
Alphabet Inc,Internet,2018-07-31,1241.209961,1216.189941,1228.699951,17.69182581
Alphabet Inc,Internet,2018-08-01,1245.900024,1224.939941,1235.419983,14.82101682
Alphabet Inc,Internet,2018-08-02,1244.410034,1218.060059,1231.235047,18.63224601
Alphabet Inc,Internet,2018-08-03,1246.52002,1229.420044,1237.970032,12.09150899
Alphabet Inc,Internet,2018-08-06,1242.459961,1230.530029,1236.494995,8.435735816
Alphabet Inc,Internet,2018-08-07,1266.079956,1251.800049,1258.940003,10.09741907
Alphabet Inc,Internet,2018-08-08,1271.719971,1252.119995,1261.919983,13.85927594
Alphabet Inc,Internet,2018-08-09,1271.959961,1260.099976,1266.029969,8.386275818
Alphabet Inc,Internet,2018-08-10,1261.199951,1247.160034,1254.179993,9.927720518
Alphabet Inc,Internet,2018-08-13,1265.969971,1247.030029,1256.5,13.39256142
Alphabet Inc,Internet,2018-08-14,1260.589966,1239.540039,1250.065003,14.88454613
Alphabet Inc,Internet,2018-08-15,1251.97998,1226.23999,1239.109985,18.20092148
Alphabet Inc,Internet,2018-08-16,1243.699951,1219.630005,1231.664978,17.02002204
Alphabet Inc,Internet,2018-08-17,1226.949951,1204,1215.474976,16.22806598
Alphabet Inc,Internet,2018-08-20,1225.910034,1208.699951,1217.304993,12.16936639
Alphabet Inc,Internet,2018-08-21,1232.76001,1215.030029,1223.89502,12.5369898
Alphabet Inc,Internet,2018-08-22,1226.530029,1213.219971,1219.875,9.41163227
Alphabet Inc,Internet,2018-08-23,1235.170044,1219.349976,1227.26001,11.18647736
Alphabet Inc,Internet,2018-08-24,1237.400024,1221.420044,1229.410034,11.29955222
Alphabet Inc,Internet,2018-08-27,1257.869995,1240.680054,1249.275025,12.15512385
Alphabet Inc,Internet,2018-08-28,1256.560059,1242.969971,1249.765015,9.609643382
Alphabet Inc,Internet,2018-08-29,1267.170044,1252.800049,1259.985047,10.16112091
Alphabet Inc,Internet,2018-08-30,1269.48999,1247.209961,1258.349976,15.75435959
Alphabet Inc,Internet,2018-08-31,1252.550049,1225.75,1239.150025,18.95049638
Alphabet Inc,Internet,2018-09-04,1227.869995,1206.560059,1217.215027,15.06840025
Alphabet Inc,Internet,2018-09-05,1214.869995,1175.339966,1195.104981,27.95195157
Alphabet Inc,Internet,2018-09-06,1198.98999,1163.609985,1181.299988,25.01744145
Alphabet Inc,Internet,2018-09-07,1188.550049,1169.27002,1178.910035,13.63303925
Alphabet Inc,Internet,2018-09-10,1186.660034,1170.609985,1178.63501,11.34909849
Alphabet Inc,Internet,2018-09-11,1190.939941,1165.949951,1178.444946,17.67059139
Alphabet Inc,Internet,2018-09-12,1190.689941,1166.160034,1178.424988,17.34526358
Alphabet Inc,Internet,2018-09-13,1187.859985,1169.219971,1178.539978,13.1804803
Alphabet Inc,Internet,2018-09-14,1188,1173.52002,1180.76001,10.23889205
Alphabet Inc,Internet,2018-09-17,1181.819946,1158.459961,1170.139954,16.5180038
Alphabet Inc,Internet,2018-09-18,1181.329956,1161.430054,1171.380005,14.07135565
Alphabet Inc,Internet,2018-09-19,1176.27002,1158.619995,1167.445008,12.48045237
Alphabet Inc,Internet,2018-09-20,1194,1176.25,1185.125,12.55114537
Alphabet Inc,Internet,2018-09-21,1196.579956,1172.060059,1184.320008,17.33818544
Alphabet Inc,Internet,2018-09-24,1185.189941,1151.5,1168.344971,23.82238574
Alphabet Inc,Internet,2018-09-25,1196.859985,1174.089966,1185.474976,16.10083484
Alphabet Inc,Internet,2018-09-26,1207.23999,1185.400024,1196.320007,15.44318806
Alphabet Inc,Internet,2018-09-27,1216.859985,1198.050049,1207.455017,13.3006333
Alphabet Inc,Internet,2018-09-28,1208.449951,1197.829956,1203.139954,7.509470481
Alphabet Inc,Internet,2018-10-01,1224.199951,1203.189941,1213.694946,14.85632054
Alphabet Inc,Internet,2018-10-02,1224.52002,1199.660034,1212.090027,17.57866468
Alphabet Inc,Internet,2018-10-03,1214.180054,1202.150024,1208.165039,8.506515791
Alphabet Inc,Internet,2018-10-04,1205.900024,1163.849976,1184.875,29.73387409
Alphabet Inc,Internet,2018-10-05,1182,1154.319946,1168.159973,19.57275389
Alphabet Inc,Internet,2018-10-08,1175.859985,1135.400024,1155.630005,28.60951279
Alphabet Inc,Internet,2018-10-09,1161.550049,1144.170044,1152.860047,12.28951939
Alphabet Inc,Internet,2018-10-10,1137.02002,1091.51001,1114.265015,32.18043668
Alphabet Inc,Internet,2018-10-11,1116.060059,1075.890015,1095.975037,28.40451051
Alphabet Inc,Internet,2018-10-12,1125.829956,1095.030029,1110.429993,21.77883724
Alphabet Inc,Internet,2018-10-15,1121.800049,1098.219971,1110.01001,16.67363305
Alphabet Inc,Internet,2018-10-16,1136.369995,1111.75,1124.059998,17.40896542
Alphabet Inc,Internet,2018-10-17,1147,1114,1130.5,23.33452378
Alphabet Inc,Internet,2018-10-18,1132.349976,1086.339966,1109.344971,32.53399007
Alphabet Inc,Internet,2018-10-19,1120.949951,1097.030029,1108.98999,16.91393905
Alphabet Inc,Internet,2018-10-22,1121.689941,1100,1110.844971,15.33710436
Alphabet Inc,Internet,2018-10-23,1118,1079.01001,1098.505005,27.57008633
Alphabet Inc,Internet,2018-10-24,1116.619995,1055.060059,1085.840027,43.5294482
Alphabet Inc,Internet,2018-10-25,1117.819946,1075.550049,1096.684998,29.88933081
Alphabet Inc,Internet,2018-10-26,1117,1042.22998,1079.61499,52.87038817
Alphabet Inc,Internet,2018-10-29,1108.829956,1007.200012,1058.014984,71.86322257
Alphabet Inc,Internet,2018-10-30,1050.900024,1013.969971,1032.434998,26.11349091
Alphabet Inc,Internet,2018-10-31,1108,1068.199951,1088.099976,28.14288454
Alphabet Inc,Internet,2018-11-01,1099.900024,1077.819946,1088.859985,15.61297288
Alphabet Inc,Internet,2018-11-02,1098,1067.660034,1082.830017,21.4535957
Alphabet Inc,Internet,2018-11-05,1073.349976,1034,1053.674988,27.82463487
Alphabet Inc,Internet,2018-11-06,1079.819946,1053.609985,1066.714966,18.53324116
Alphabet Inc,Internet,2018-11-07,1109.930054,1080.589966,1095.26001,20.74657519
Alphabet Inc,Internet,2018-11-08,1108.219971,1084.359985,1096.289978,16.8715579
Alphabet Inc,Internet,2018-11-09,1088.349976,1064.26001,1076.304993,17.03417832
Alphabet Inc,Internet,2018-11-12,1074.099976,1040.349976,1057.224976,23.86485387
Alphabet Inc,Internet,2018-11-13,1066.670044,1040.400024,1053.535034,18.57570928
Alphabet Inc,Internet,2018-11-14,1065.790039,1041.109985,1053.450012,17.45143354
Alphabet Inc,Internet,2018-11-15,1078.869995,1041.290039,1060.080017,26.57304172
Alphabet Inc,Internet,2018-11-16,1072.439941,1054.900024,1063.669983,12.40259425
Alphabet Inc,Internet,2018-11-19,1068,1022.869995,1045.434998,31.91173257
Alphabet Inc,Internet,2018-11-20,1037.349976,1002.210022,1019.779999,24.84769976
Alphabet Inc,Internet,2018-11-21,1054.709961,1039.459961,1047.084961,10.78337841
Alphabet Inc,Internet,2018-11-23,1043,1028.52002,1035.76001,10.23889205
Alphabet Inc,Internet,2018-11-26,1057,1039.77002,1048.38501,12.1834357
Alphabet Inc,Internet,2018-11-27,1066.76001,1045.5,1056.130005,15.03309724
Alphabet Inc,Internet,2018-11-28,1092.859985,1042.949951,1067.904968,35.29172349
Alphabet Inc,Internet,2018-11-29,1100.150024,1082,1091.075012,12.83400505
Alphabet Inc,Internet,2018-11-30,1109.650024,1083.180054,1096.415039,18.71709528
Alphabet Inc,Internet,2018-12-03,1135,1111.72998,1123.36499,16.45438894
Alphabet Inc,Internet,2018-12-04,1114.23999,1060.780029,1087.51001,37.80190095
Alphabet Inc,Internet,2018-12-06,1079.420044,1042.47998,1060.950012,26.12056975
Alphabet Inc,Internet,2018-12-07,1085.030029,1039.369995,1062.200012,32.28651967
Alphabet Inc,Internet,2018-12-10,1059.599976,1033,1046.299988,18.80902341
Alphabet Inc,Internet,2018-12-11,1070.400024,1050.099976,1060.25,14.3543016
Alphabet Inc,Internet,2018-12-12,1091.72998,1071.969971,1081.849976,13.97243636
Alphabet Inc,Internet,2018-12-13,1088.420044,1064.98999,1076.705017,16.56755007
Alphabet Inc,Internet,2018-12-14,1071.719971,1049.369995,1060.544983,15.80381959
Alphabet Inc,Internet,2018-12-17,1062.380005,1016.630005,1039.505005,32.35013524
Alphabet Inc,Internet,2018-12-18,1059.689941,1030.47998,1045.084961,20.6545615
Alphabet Inc,Internet,2018-12-19,1075.709961,1019.429993,1047.569977,39.79594702
Alphabet Inc,Internet,2018-12-20,1047.439941,1007.859985,1027.649963,27.98725529
NIKE Inc,manufacturing,2017-12-20,64.5,63.580002,64.040001,0.6505368245
NIKE Inc,manufacturing,2017-12-21,64.980003,63.299999,64.140001,1.187942221
NIKE Inc,manufacturing,2017-12-22,63.540001,60.130001,61.835001,2.411234124
NIKE Inc,manufacturing,2017-12-23,63.889999,62.810001,63.35,0.7636739095
NIKE Inc,manufacturing,2017-12-24,63.599998,62.77,63.184999,0.5868972142
NIKE Inc,manufacturing,2017-12-25,63.32,62.849998,63.084999,0.3323416014
NIKE Inc,manufacturing,2017-12-26,63.369999,62.549999,62.959999,0.5798275606
NIKE Inc,manufacturing,2017-12-27,63.490002,62.849998,63.17,0.4525511684
NIKE Inc,manufacturing,2017-12-28,63.66,62.759998,63.209999,0.6363975173
NIKE Inc,manufacturing,2017-12-29,63.549999,62.549999,63.049999,0.7071067812
NIKE Inc,manufacturing,2017-12-30,64.300003,63.470001,63.885002,0.5869000426
NIKE Inc,manufacturing,2017-12-31,64.709999,63.98,64.3449995,0.5161872432
NIKE Inc,manufacturing,2018-01-01,64.720001,63.470001,64.095001,0.8838834765
NIKE Inc,manufacturing,2018-01-02,64.230003,63.439999,63.835001,0.5586171856
NIKE Inc,manufacturing,2018-01-03,64.309998,63.779999,64.0449985,0.3747658869
NIKE Inc,manufacturing,2018-01-04,64.720001,64.32,64.5200005,0.2828434196
NIKE Inc,manufacturing,2018-01-05,65.360001,63.369999,64.365,1.407143909
NIKE Inc,manufacturing,2018-01-06,64.010002,63.080002,63.545002,0.6576093065
NIKE Inc,manufacturing,2018-01-07,64.209999,63.540001,63.875,0.4737601292
NIKE Inc,manufacturing,2018-01-08,67.239998,65.120003,66.1800005,1.499062841
NIKE Inc,manufacturing,2018-01-09,66.830002,65.760002,66.295002,0.7566042559
NIKE Inc,manufacturing,2018-01-10,67.330002,66.440002,66.885002,0.6293250353
NIKE Inc,manufacturing,2018-01-11,68.18,67.07,67.625,0.7848885271
NIKE Inc,manufacturing,2018-01-12,68.639999,67.449997,68.044998,0.8414584838
NIKE Inc,manufacturing,2018-01-13,68.639999,67.919998,68.2799985,0.5091175896
NIKE Inc,manufacturing,2018-01-14,68.139999,67.419998,67.7799985,0.5091175896
NIKE Inc,manufacturing,2018-01-15,68.309998,67.160004,67.735001,0.8131685557
NIKE Inc,manufacturing,2018-01-16,68.830002,67.470001,68.1500015,0.9616659295
NIKE Inc,manufacturing,2018-01-17,67.970001,66.699997,67.334999,0.8980284405
NIKE Inc,manufacturing,2018-01-18,67.790001,67,67.3950005,0.5586150642
NIKE Inc,manufacturing,2018-01-19,67.209999,64.389999,65.799999,1.994041123
NIKE Inc,manufacturing,2018-01-20,65.419998,62.09,63.754999,2.354664167
NIKE Inc,manufacturing,2018-01-21,66.839996,65.099998,65.969997,1.230364385
NIKE Inc,manufacturing,2018-01-22,65.709999,62.459999,64.084999,2.298097039
NIKE Inc,manufacturing,2018-01-23,66.050003,62.84,64.4450015,2.269814889
NIKE Inc,manufacturing,2018-01-24,66.82,65.68,66.25,0.8061017306
NIKE Inc,manufacturing,2018-01-25,66.230003,65.43,65.8300015,0.5656875463
NIKE Inc,manufacturing,2018-01-26,68.029999,65.550003,66.790001,1.753621989
NIKE Inc,manufacturing,2018-01-27,68.760002,67.25,68.005001,1.067732654
NIKE Inc,manufacturing,2018-01-28,69,67.739998,68.369999,0.8909559585
NIKE Inc,manufacturing,2018-01-29,67.970001,67.050003,67.510002,0.6505368245
NIKE Inc,manufacturing,2018-01-30,68.019997,67.029999,67.524998,0.7000342992
NIKE Inc,manufacturing,2018-01-31,67.480003,66.739998,67.1100005,0.5232625536
NIKE Inc,manufacturing,2018-02-01,68.160004,66.849998,67.505001,0.926314126
NIKE Inc,manufacturing,2018-02-02,69.809998,68.339996,69.074997,1.039448383
NIKE Inc,manufacturing,2018-02-03,70.25,68.029999,69.1399995,1.569777761
NIKE Inc,manufacturing,2018-02-04,68.300003,67.010002,67.6550025,0.9121684548
NIKE Inc,manufacturing,2018-02-05,67.669998,65.669998,66.669998,1.414213562
NIKE Inc,manufacturing,2018-02-06,66.089996,64.209999,65.1499975,1.329358627
NIKE Inc,manufacturing,2018-02-07,65.489998,64.339996,64.914997,0.8131742126
NIKE Inc,manufacturing,2018-02-08,65.360001,64.629997,64.994999,0.5161907787
NIKE Inc,manufacturing,2018-02-09,64.790001,63.889999,64.34,0.6363975173
NIKE Inc,manufacturing,2018-02-10,65.25,64.480003,64.8650015,0.5444701002
NIKE Inc,manufacturing,2018-02-11,66.510002,65.360001,65.9350015,0.8131735055
NIKE Inc,manufacturing,2018-02-12,67.610001,66.32,66.9650005,0.9121684548
NIKE Inc,manufacturing,2018-02-13,67.690002,66.129997,66.9099995,1.103090114
NIKE Inc,manufacturing,2018-02-14,66.900002,65.669998,66.285,0.8697441693
NIKE Inc,manufacturing,2018-02-15,66.610001,66.129997,66.369999,0.3394140834
NIKE Inc,manufacturing,2018-02-16,66.690002,65.910004,66.300003,0.5515418751
NIKE Inc,manufacturing,2018-02-17,66.339996,65.190002,65.764999,0.8131685557
NIKE Inc,manufacturing,2018-02-18,66.870003,65.93,66.4000015,0.6646824956
NIKE Inc,manufacturing,2018-02-19,67.209999,66.309998,66.7599985,0.6363968102
NIKE Inc,manufacturing,2018-02-20,66.150002,64.230003,65.1900025,1.357644313
NIKE Inc,manufacturing,2018-02-21,67.110001,64.459999,65.785,1.873834384
NIKE Inc,manufacturing,2018-02-22,66.059998,64.989998,65.524998,0.7566042559
NIKE Inc,manufacturing,2018-02-23,67.639999,65.43,66.5349995,1.562705279
NIKE Inc,manufacturing,2018-02-24,67.150002,65.269997,66.2099995,1.329364284
NIKE Inc,manufacturing,2018-02-25,66.550003,65.610001,66.080002,0.6646817885
NIKE Inc,manufacturing,2018-02-26,66.050003,63.209999,64.630001,2.008186087
NIKE Inc,manufacturing,2018-02-27,66.730003,64.360001,65.545002,1.675844486
NIKE Inc,manufacturing,2018-02-28,68.5,65.93,67.215,1.817264428
NIKE Inc,manufacturing,2018-03-01,69.779999,68.389999,69.084999,0.9828784258
NIKE Inc,manufacturing,2018-03-02,69.309998,66.93,68.119999,1.682912725
